"type","indicator","classification","source","notes","references"
"domain","usushh.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplpd.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspcku.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususzoi.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arrivewt.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplou.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspcfd.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnvi.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususkok.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplo.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususha.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususga.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususcut.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususvi.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususxk.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arriveit.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususcrr.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspicz.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususso.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplto.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususgu.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arriveo.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspici.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arrivee.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususik.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplhn.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususiw.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususiiy.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususrrt.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnit.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususzc.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususcvi.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arrivent.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususyss.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususff.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspoili.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspojt.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususytu.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","supoib.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususzws.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususqrr.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arrivey.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arrivei.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arrivevn.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnj.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplcnc.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspoor.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsxq.top","malicious","infoblox","Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-09-28. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususas.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususytf.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspocs.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususwe.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplby.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususrn.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususyet.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspocj.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplmt.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususzse.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnw.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspcjf.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususndj.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususmm.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususcna.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplds.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususvv.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arrivecz.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususzzt.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplmv.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususplo.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnmi.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplxe.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplol.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususzng.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplxs.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnvb.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnvh.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplcd.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplne.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususcx.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususlol.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usplqb.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","arriveq.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususloi.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususnh.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususzzn.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususijz.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususyeet.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uslgshc.top","malicious","infoblox","Emergent domain recently observed by Infoblox found to have suspicious registration, behavior, or common associations with known threats. Some of the domain's characteristics are: domain created on 2023-10-05. Using TLD that has high risk of being abused for hosting malicious indicators per Infoblox TLD reputation score.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ususie.top","malicious","infoblox","This domain belongs to a cluster of domains that all contain USPS-related phishing content, have the same registrant organization, and use a high-risk TLD.  They are known malicious and may even be associated with malware in addition to phishing.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
