"type","indicator","classification","source","notes","references"
"domain","aaaaa883.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aaaaa188.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aaaaa557.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aaaaa588.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aaaaa599.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aaaaa668.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aaaaa882.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aaaaa885.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aaaaa886.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023. A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver. The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","tzxmhi.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","qczuqw8.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","qbyyvg3.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","ntvxbf7.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","n5319.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","kqvkvc3.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","kmrcum2.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","dfwskw7.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","79181531227.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","5951835ccc.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","hh778899hh.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","gg778899gg.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","bb778899bb.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aa559955aa.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aa665577aa.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","95659331957.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","5336767ccc.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","585227ybn.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","dd12345zz.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","dd12345cc.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","dd12345bb.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","cc12345yy.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","bb12345yy.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","bb12345bb.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","935676yfc.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","dd12345aa.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","n5632.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","ff12345aa.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","n8537.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","8889519.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aa12345yy.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aa12345xx.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","aa12345dd.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","3718896ccc.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","xox9226.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","jsoctn9.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","99888aaa.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","897263tqs.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","8823ddd.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
"domain","nkfgsm8.com","malicious","infoblox","Registered DGA domains that were aged and later used in LoTL malware. Original set of domains found to have this pattern were registered in late-March 2023 (aaaa366.com is an example) and was used in malware distribution starting about June 20, 2023.  A pivot through the hosting IP address found a set of 126 currently resolving DGAs in late June 2023. Most of these still have low Iris scores. The virustotal links have connection to several files with many malware detections and one scan associating the malware to the Chinese APT Actor and Reaver.  The virustotal detections contain the tags pasta and dacic.","[""https://www.virustotal.com/gui/file/03dc9c200df3c193f823386bd33d6cbe1cefe05d0de6a22453f1f77b969a0777/community""]"
