"type","indicator","classification","references"
"domain","dows-ua[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","dripwatt[.]co","phishing","https://urlscan.io/result/bf6c8e68-9abd-4068-867d-34f9fbcb6a33/"
"domain","dronesforukraine[.]fund","suspicious",""
"domain","drrajeshganesan[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","dsn-ukrainesell[.]site","phishing",""
"domain","e-box[.]pro","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","ea-eho-ukraine2022[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","ebay-ukraine[.]com[.]ua","suspicious","https://urlscan.io/result/83e47b24-6d00-4049-966a-7d59e2c7d025/#summary,https://www.google.com/maps/place/Oleksandrivska+St,+18,+Zaporizhzhia,+Zaporiz'ka+oblast,+69000/@47.814047,35.182519,18z/data=!4m5!3m4!1s0x40dc5e73547709c5:0xa778e57792320d6c!8m2!3d47.8140465!4d35.1825191?hl=en-US"
"domain","edpilot[.]co","phishing","https://urlscan.io/result/cc6e4a1e-b2a7-4d6b-9640-20dd443a1d72/"
"domain","edukraine[.]com[.]ua","unavailable",""
"domain","elonukraine[.]com","phishing","https://www.virustotal.com/gui/domain/elonukraine.com"
"domain","embassyofukraine[.]pl","phishing",""
"domain","embraceukraine[.]com","suspicious",""
"domain","embraceukraine[.]nl","suspicious",""
"domain","en[.]ukrainesolidarityfund[.]online","phishing","https://urlscan.io/result/84e1588b-4cc1-4963-ac59-441492d10fca/"
"domain","epoxykingdallas[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","eptionex[.]cam","spam","https://www.virustotal.com/gui/domain/www.eptionex.cam"
"domain","esco-ukraine[.]space","parked",""
"domain","esportsukrainecup[.]com","parked",""
"domain","eth-ukraine[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","etudeenukraine[.]com","unavailable",""
"domain","eu4ukraine[.]eu","parked",""
"domain","euro-ua-proxy[.]site","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
"domain","euroukraine[.]com","parked","https://www.hugedomains.com/domain_profile.cfm?d=euroukraine.com"
"domain","express-donations[.]com","phishing","https://urlscan.io/result/3a46d6ec-9907-4f6a-8a0c-22dfa67e5a5f/"
"domain","faireee[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","farmasi-ukraine[.]com","unavailable",""
"domain","farmtractractorsukraine[.]com","parked",""
"domain","fatdenta[.]co","phishing","https://urlscan.io/result/cc6e4a1e-b2a7-4d6b-9640-20dd443a1d72/"
"domain","faulkners2ukraine[.]com","unavailable",""
"domain","femsmsukraine[.]org","parked",""
"domain","fft-ukraine[.]com","suspicious",""
"domain","fight4ukraine[.]club","parked",""
"domain","fightingchanceukraine[.]org","suspicious",""
"domain","fightlikeukraine[.]com","parked",""
"domain","film-in-ukraine[.]com","suspicious",""
"domain","finance-ukraine[.]info","unavailable",""
"domain","finlaysonautosalvage[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","firmengruendung-ukraine[.]com","parked",""
"domain","firstaidforukraine[.]org","phishing","https://urlscan.io/result/72151494-05d0-4d5a-8d0d-9d55ba99cc00/
,
https://urlscan.io/result/3492db18-f57c-4505-8ace-b131140874f0/"
"domain","fishfishukraine[.]online","unavailable",""
"domain","fishingukraine[.]com","parked","https://www.hugedomains.com/domain_profile.cfm?d=fishingukraine.com"
"domain","fiveforukraine[.]org","phishing",""
"domain","flagofukraine[.]com","suspicious",""
"domain","flagukraine[.]com","unavailable",""
"domain","flat-for-ukraine[.]de","parked",""
"domain","flatforukraine[.]de","parked",""
"domain","flowersforukraine[.]com","unavailable",""
"domain","flywithukraine[.]com","suspicious","https://urlscan.io/result/b99dec31-1684-49d9-9d74-f4ec799a3a32/"
"domain","fm-ukraine[.]com","unavailable",""
"domain","foodukraine[.]org","suspicious",""
"domain","foodukraine[.]org[.]culturecareintl[.]com","suspicious",""
"domain","foody[.]razonforukraine[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","footballforukraine[.]com","phishing",""
"domain","for-victory-ukraine[.]org[.]ua","suspicious",""
"domain","forkscenter[.]fr","malware","https://cert.gov.ua/article/37704"
"domain","fornativeukraine[.]com","parked",""
"domain","fortuskan[.]ru","malware","https://www.virustotal.com/gui/domain/fortuskan.ru/details"
"domain","forukraine[.]online","parked",""
"domain","fowwoods[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","foz-ukraine[.]org","phishing",""
"domain","free-ukraine-foundation[.]org","parked",""
"domain","free-ukraine-sos[.]de","suspicious",""
"domain","free-ukraine[.]org","phishing",""
"domain","freebsdo[.]ru","malware","https://twitter.com/500mk500/status/1497520375932108801"
"domain","freedom-for-ukraine[.]com","unavailable",""
"domain","freedom4ukraine[.]com","parked",""
"domain","freedomforukraine[.]org","parked",""
"domain","freedomsquareukraine[.]com","suspicious","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","freeshopukrainezug[.]ch","suspicious",""
"domain","freetheukraine[.]com","parked",""
"domain","freeukraine-tshirt[.]com","suspicious",""
"domain","freeukraine[.]art","parked",""
"domain","freeukraine[.]live","parked",""
"domain","freeukraine[.]net","unavailable",""
"domain","freeukraine[.]news","parked",""
"domain","freeukraine[.]shop","parked",""
"domain","freeukraine[.]store","parked",""
"domain","freeukraine[.]today","parked",""
"domain","freeukraine[.]tv","suspicious",""
"domain","freeukraine[.]world","parked",""
"domain","freeukraine[.]xyz","parked",""
"domain","freeukrainecoalition[.]com","parked",""
"domain","friendsforukraine[.]com","parked",""
"domain","friendsofukraine[.]com","suspicious",""
"domain","from-ukraine[.]com","parked",""
"domain","fromukraine[.]org[.]ua","suspicious","https://www.blockchain.com/btc/address/bc1qcywfm7fcf7w40adqgjjlh93r8prs8hfn27jnls"
"domain","frontlineukrainemedicalaid[.]co[.]uk","suspicious","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","ftp[.]prayforukraine[.]online","phishing","https://www.blockchain.com/btc/address/bc1qqhp50p9z3r4shyyu6ptuwupcyswla3zlaa69hx"
"domain","fuforukraine[.]com","phishing",""
"domain","fund-ukraine[.]com","phishing",""
"domain","fundationsaveukraine[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","fundeuropeforukraine[.]com","phishing",""
"domain","fundingukraine[.]eu","suspicious",""
"domain","funds4ukraine[.]com","suspicious",""
"domain","fundukraine[.]com","phishing",""
"domain","fundukraine[.]global","propaganda",""
"domain","fundukraine[.]media","unavailable",""
"domain","fundukraine[.]org","phishing",""
"domain","gabbaukraine[.]xyz","unavailable",""
"domain","gamers4ukraine[.]com","suspicious",""
"domain","gameukraine[.]online","unavailable",""
"domain","gctiukraine[.]org","phishing",""
"domain","gcukraine[.]com","other",""
"domain","genosysukraine[.]pro","parked",""
"domain","germany-for-ukraine[.]com","parked",""
"domain","germanyforukraine[.]de","parked",""
"domain","ggobble[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","gigsukraine[.]com","parked",""
"domain","give2ukraine[.]com","parked",""
"domain","give4ukraine[.]com","parked",""
"domain","giveaidint[.]org","phishing","https://urlscan.io/result/a4298510-8a27-4f09-a5f4-a75f23be0002/"
"domain","givetoukr[.]com","phishing","https://urlscan.io/result/af484f49-e3e7-42fa-8b94-d3133e92fdce/#summary"
"domain","giveukraineaid[.]org","phishing","https://urlscan.io/result/a4298510-8a27-4f09-a5f4-a75f23be0002/"
"domain","gk-muenchen-ukraine[.]de","phishing",""
"domain","globallogicukraine[.]com","suspicious",""
"domain","globaltradingexperts[.]com","suspicious","https://urlscan.io/result/58f2095d-94c0-4534-b385-62adef9ecde1/"
"domain","globalukraine[.]net","unavailable",""
"domain","globe4ukraine[.]com","suspicious",""
"domain","glory-to-ukraine[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","glory2ukraine[.]in[.]ua","suspicious","https://urlscan.io/result/148eaef4-46a8-416d-88d2-0957e3fcde13/"
"domain","gloryofukraine[.]com","parked",""
"domain","glorytoukraine-store[.]com","suspicious",""
"domain","glorytoukraine[.]com","parked",""
"domain","glorytoukraine[.]country","suspicious",""
"domain","glorytoukraine[.]international","suspicious",""
"domain","gloryukraine[.]com","phishing",""
"domain","goderniiia[.]cam","suspicious","https://www.virustotal.com/gui/domain/goderniiia.cam, https://research.domaintools.com/iris/investigations/896649/search/7f71f422-e8e1-4bae-a752-98257f2cc7d6/0e3b6227-18ae-4612-b89d-b735d10d6642"
"domain","godsafeukraine[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","gofundmeukraine[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","gofundukraine[.]org","phishing",""
"domain","goldenformula[.]co","phishing","https://urlscan.io/result/cc6e4a1e-b2a7-4d6b-9640-20dd443a1d72/"
"domain","goodangelforukraine[.]com","phishing",""
"domain","gos-ukraine[.]top","phishing",""
"domain","goukraine[.]ca","suspicious","https://www.virustotal.com/gui/domain/goukraine.ca/relations,https://urlscan.io/result/661cb421-899d-4b46-8be4-38349528529c/"
"domain","goukraine[.]tours","parked",""
"domain","goukrainego[.]com","parked",""
"domain","govauctionz[.]co","phishing","https://urlscan.io/result/bf6c8e68-9abd-4068-867d-34f9fbcb6a33/"
"domain","grainlandukraine[.]ie","parked","https://www.virustotal.com/gui/domain/grainlandukraine.ie,https://urlscan.io/result/2b2c15f2-0950-4bd7-8204-2ad24d44c3c3/,https://research.domaintools.com/iris/investigations/923902/search/08798905-dcf0-4f72-83c3-831be57d05be/5f641c28-96a8-474b-bf23-077be7e3b4cb"
"domain","gsrukraine[.]com","unavailable",""
"domain","guerre-ukraine[.]fr","phishing",""
"domain","gyaangaming[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","gyanstadypoint[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","halifaxstandwithukraine[.]ca","suspicious",""
"domain","hanover4ukraine[.]de","suspicious",""
"domain","has-russia-invaded-ukraine-yet[.]com","unavailable",""
"domain","hashinq24[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","hasrussiaalreadyinvadedukraine[.]com","parked",""
"domain","hasrussiainvadedukraineyet[.]com","parked",""
"domain","hasrussiainvadedukraineyet[.]live","parked",""
"domain","hasukrainebeeninvadetyet[.]com","parked",""
"domain","hatzalaukraine[.]com","parked",""
"domain","hatzalhaukraine[.]org","parked",""
"domain","hatzallahukraine[.]com","parked",""
"domain","havasukraine[.]com[.]ua","parked",""
"domain","haverussiainvadedukraineyet[.]com","parked",""
"domain","health4ukraine[.]pl","parked",""
"domain","healukraine[.]org","unavailable",""
"domain","heartswithukraine[.]org","suspicious",""
"domain","hehpukraine[.]org","parked",""
"domain","help-for-rivne-ukraine[.]org","suspicious",""
"domain","help-for-ukraine[.]com","unavailable",""
"domain","help-for-ukraine[.]eu","phishing","https://news.trendmicro.com/2022/03/18/ongoing-charity-scams-what-to-watch-out-for/"
"domain","help-fund-ukraine[.]org","phishing","https://db.aa419.org/fakebanksview.php?key=155320"
"domain","help-ukraina[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","help-ukraine-2022[.]cc","phishing","https://twitter.com/malwrhunterteam/status/1502376850382901258"
"domain","help-ukraine-compaign[.]com","phishing","https://urlscan.io/result/82e28a3d-652d-41ab-8016-4dfb0b596843/"
"domain","help-ukraine-de[.]de","suspicious",""
"domain","help-ukraine-lt[.]com","parked",""
"domain","help-ukraine-muenchen[.]de","suspicious",""
"domain","help-ukraine-now[.]online","phishing",""
"domain","help-ukraine-win[.]com","malware",""
"domain","help-ukraine-win[.]com[.]ua","other",""
"domain","help-ukraine[.]de","parked",""
"domain","help-ukraine[.]digital","parked",""
"domain","help-ukraine[.]io","suspicious",""
"domain","help-ukraine[.]ooo","suspicious",""
"domain","help-ukraine[.]org","phishing","https://news.trendmicro.com/2022/03/18/ongoing-charity-scams-what-to-watch-out-for/"
"domain","help-ukraine[.]xyz","phishing","https://twitter.com/UnitedFreeman, https://urlscan.io/result/1c3c5f1d-57a7-492e-ad4b-e46a5c7fc6b1/content/, https://twitter.com/UnitedHelpUA"
"domain","help4ukraine[.]com","unavailable",""
"domain","help4ukraine[.]online","parked",""
"domain","help4ukraine[.]org","parked",""
"domain","help4ukrainians[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","helpdonatetoukraine[.]org","suspicious",""
"domain","helpforukraine[.]at","suspicious",""
"domain","helpforukraine[.]center","suspicious",""
"domain","helpforukraine[.]live","malware","https://www.virustotal.com/gui/domain/helpforukraine.live/detection"
"domain","helpforukraineislington[.]org","parked",""
"domain","helpheroesofukraine[.]com","phishing",""
"domain","helpingukraine[.]org","phishing","https://news.trendmicro.com/2022/03/18/ongoing-charity-scams-what-to-watch-out-for/"
"domain","helpmyukraine[.]org","phishing","https://mobile.twitter.com/DonPasci/status/1511442626049986563"
"domain","helprebuildukraine[.]org","suspicious",""
"domain","helps-ukraine[.]com","phishing",""
"domain","helpsaveukraine[.]eu","unavailable",""
"domain","helpsaveukraine[.]org","phishing",""
"domain","helpsaveukrainenow[.]com","phishing","https://www.virustotal.com/gui/domain/helpsaveukrainenow.com"
"domain","helpsaveukrainenow[.]net","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","helpsaveukrainetoday[.]com","phishing","https://urlscan.io/result/3a46d6ec-9907-4f6a-8a0c-22dfa67e5a5f/"
"domain","helpsforukraine[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","helpsukraine[.]net","suspicious",""
"domain","helpsupportukraine[.]org","phishing","https://urlscan.io/result/e536287c-3618-4efd-896b-623de84d6058/dom/"
"domain","helptheukraine[.]nl","parked",""
"domain","helptheukrainian[.]com","phishing","https://mobile.twitter.com/DonPasci/status/1511440952254160905"
"domain","helptoukraine[.]org","suspicious",""
"domain","helpukraine-uk[.]com","suspicious","https://urlscan.io/result/0862ca8c-3294-46e2-b477-e80748696b67/
,
https://find-and-update.company-information.service.gov.uk/company/11112414"
"domain","helpukraine-usa[.]com","suspicious","https://urlscan.io/result/4d50ceba-86cf-4edc-a8ae-cc4f3fdfe185/"
"domain","helpukraine[.]akulasystems[.]com","phishing","https://urlscan.io/result/a2efecf8-340b-40b6-adb0-481ed55f8762/"
"domain","helpukraine[.]art","suspicious",""
"domain","helpukraine[.]at","unavailable",""
"domain","helpukraine[.]biz","suspicious",""
"domain","helpukraine[.]cfd","parked",""
"domain","helpukraine[.]charity","phishing",""
"domain","helpukraine[.]co","phishing","https://mobile.twitter.com/DonPasci/status/1510913003985809411"
"domain","helpukraine[.]digital","suspicious",""
"domain","helpukraine[.]direct","suspicious",""
"domain","helpukraine[.]eu","suspicious",""
"domain","helpukraine[.]homes","parked",""
"domain","helpukraine[.]in","suspicious","https://parimatch.in/"
"domain","helpukraine[.]org","suspicious",""
"domain","helpukraine[.]su","phishing",""
"domain","helpukraine[.]today","parked",""
"domain","helpukrainebuild[.]com","parked",""
"domain","helpukrainecenter[.]org","unavailable",""
"domain","helpukrainedenmark[.]eu","suspicious","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","helpukrainefoundation[.]com","phishing","https://urlscan.io/result/35d5af89-0ccc-4d61-afa1-fbc161f53767"
"domain","helpukrainefundraise[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","helpukrainehub[.]org","suspicious","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","helpukrainejews[.]com","phishing","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","helpukrainenow[.]net","phishing",""
"domain","helpukrainepeople[.]com","suspicious","https://urlscan.io/result/4ef587ac-a1c6-44b2-b262-e09a0da71c1e/"
"domain","helpukrainepeopletoday[.]com","parked",""
"domain","helpukrainerebuild[.]com","parked",""
"domain","helpukrainerebuild[.]org","phishing","https://urlscan.io/result/e8ef0ed8-3cd2-42df-8b41-73078ad0d8d2/"
"domain","helpukrainestopputin[.]org","phishing",""
"domain","helpukrainesurvive[.]info","phishing",""
"domain","helpukrainetoken[.]com","suspicious","https://urlscan.io/result/dc008e46-71bf-44cb-8c9f-0a970703bb3b/"
"domain","helpukrainevolunteers[.]org","suspicious",""
"domain","helpukrainewin[.]org","suspicious","https://urlscan.io/result/dbfdd7c0-e610-4ff9-a04d-40f0e496a192/"
"domain","helpukrainianheroes[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","helpusukraines[.]com","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","helpusukraines[.]org","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","hereforukraine[.]com","suspicious",""
"domain","herlandsport[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","heroofukraine[.]com","parked",""
"domain","heroofukraine[.]org","parked",""
"domain","herz-fuer-ukraine[.]de","phishing","https://urlscan.io/result/47451ab2-60cf-4fa4-94b0-3c8969c7974b/
"
"domain","hf39q48[.]xyz","malware",""
"domain","hilfe-ukraine[.]com","suspicious",""
"domain","hkforukraine[.]com","suspicious","https://research.domaintools.com/iris/investigations/892054/search/c45448d6-7211-4da9-91a5-8c5f3a71baf7/75101bf9-da33-4625-9129-4a3c47d7f207"
"domain","hmgo[.]pw","malware","https://cert.gov.ua/article/38155"
"domain","holdstrongukraine[.]org","phishing",""
"domain","holotras[.]ru","malware","https://www.virustotal.com/gui/domain/fortuskan.ru/details"
"domain","homesforukraines[.]co[.]uk","parked",""
"domain","honorukraine[.]org","parked",""
"domain","hookaeshop[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","hope-ukraine[.]com","suspicious",""
"domain","hope-ukraine[.]de","parked",""
"domain","hopeforukraine[.]ca","suspicious",""
"domain","hopeforukraine[.]online","phishing",""
"domain","hopeforukraine[.]org","parked",""
"domain","hopeinukraine[.]com","parked",""
"domain","hornsup4ukraine[.]com","parked",""
"domain","hornsupforukraine[.]com","parked",""
"domain","hostforukraine[.]com","parked",""
"domain","hotwir3[.]com","malware","https://www.virustotal.com/gui/domain/airxanada.com/details"
"domain","howtohelpukraine[.]live","phishing","https://urlscan.io/result/0f771920-5520-4073-a086-dd753638c04a/"
"domain","howtomakemoneyfastonline[.]org","suspicious","https://www.virustotal.com/gui/domain/ukrainecharity.howtomakemoneyfastonline.org"
"domain","howtosupportukraine[.]com","parked",""
"domain","humandesignukraine[.]com","suspicious",""
"domain","humaneforukraine[.]nl","unavailable",""
"domain","humanitarianaidforukraine[.]org","suspicious",""
"domain","humanitarianaidtoukraine[.]com","parked",""
"domain","humanitarianparoleukraine[.]com","parked",""
"domain","humanityukraine[.]com","suspicious",""
"domain","iamwithukraine[.]com","unavailable",""
"domain","ibt-ukraine[.]com","parked",""
"domain","icrcukraine[.]com","unavailable","https://travelindiana.com/truffles-creams-support-humanitarian-efforts-in-ukraine/"
"domain","ictvukraine[.]tv","suspicious",""
"domain","ifromukraine[.]com","suspicious","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","iheartukraine[.]org","suspicious",""
"domain","ihelpukraine[.]pt","unavailable",""
"domain","info4ukraine[.]com","parked",""
"domain","inukraine[.]store","parked",""
"domain","invasion-ukraine[.]com","suspicious",""
"domain","iotiliti[.]asia","malware","https://www.joesandbox.com/analysis/586650/0/html"
"domain","irelandhelpukraine[.]com","suspicious",""
"domain","israel4ukraine[.]org","suspicious",""
"domain","istandbyukraine[.]com[.]de","parked",""
"domain","istandswithukraine[.]com","parked",""
"domain","istandwithukraine[.]gift","suspicious","https://urlscan.io/result/363316eb-5039-469c-b76f-01881f4f88fe/, https://blog.teechip.com/guide-to-custom-domains/"
"domain","istandwithukraine[.]live","parked",""
"domain","istandwithukraine[.]news","parked",""
"domain","istandwithukraine[.]today","parked",""
"domain","istandwithukraine[.]us","suspicious",""
"domain","istandwithukrainepin[.]com","phishing",""
"domain","isukraine[.]com","suspicious","https://blogs.infoblox.com/cyber-threat-intelligence/cyber-threat-advisory/ukrainian-support-fraud/"
"domain","it-group-service[.]online","phishing","Iris search: U2FsdGVkX19fCcXlzseNw4IfOkzqBKkAiPoedUicb/AYoq+UvFwM2qbr9fox6DVN6dIqabSixoaFQ4OoyHultJiIemRWuhL++Ec8B6pt5GAridYwOdZlA5mAs9chnk6khJ0Xmrd9sdkgj7ryW89f1qbA4AfsnXl6gRLdotM1fSHIxT8RxuiSoWk9bpej9OHQE03mGQEVpQsToEtxNwNjQlJOUN5okeG6MO2yaZQCbk/ULbTbjuyCybWLVCO6uCrlBPMcp2trq0KwfHAHhyoxWbCBVBXtyeDg4mFk3Z+3K7OytyXqKq90EXbzEz/zvmnERMBhMDFF7OXobE563xusxwunOl+kWspp0V2weo6C9MT6XHwob33HCcMTGNYqaEv0vGe36XFMQa5h+R5QI3Y5YWMp3B8P6ETeGwiGH85VIARi/JB0nTbOwF/QMPGWeJTbBRwjhf8E3R2qTeX50FK9zjFL8HcnQczFuxy9Gyku24z/h6AiArp4mwNWqh5fSFe2ngeu04I+d4OEnf9uSPGh75q6dpTmXLCmXtFuqhuimcGsNnJsdcjk2EuQm8f/n8Wqj9wpJL/VGwKbdEVdCnglo28iJx4jv0EH5hqP8LKb/1rFvZVle13A2SzT+f07mqK+/RAw8GbHX/pyktmWnMyqmC002daPQvBUxCmGe4jqOjPBrecyHvmk+uWFXOpi6DH/7RWZdiUiak1t5gtIGqaFHHyOzvB9lUXF0E7bPZaSKiZ7tv/Cn6wXkZQR5EwBVSBzDDxFJQZ/L8SuM2AplQS96iENe2vbPjmbkgNcLpTb6NYWcLJtm9MiXdoogYyl9n4n"
